source,type,target,provider,account_id,tech_family
fake-app.stg-myteksi.com.,A,dualstack.internal-stg-fake-app-1706947486.ap-southeast-1.elb.amazonaws.com.,AWS,,
foobar.stg-myteksi.com.,A,dualstack.internal-stg-foobar-1940286073.ap-southeast-1.elb.amazonaws.com.,AWS,,
fun.stg-myteksi.com.,A,dualstack.internal-stg-fun-1804349991.ap-southeast-1.elb.amazonaws.com.,AWS,,
gamma-int.stg-myteksi.com.,CNAME,gamma-int.stg1.stg-myteksi.com,AWS,,
gd.stg-myteksi.com.,NS,"ns-1949.awsdns-51.co.uk.,ns-1474.awsdns-56.org.,ns-268.awsdns-33.com.,ns-760.awsdns-31.net.",AWS,,
geo-tools-collection-int.stg-myteksi.com.,A,dualstack.internal-stg-geo-tools-alb-int-1443277649.ap-southeast-1.elb.amazonaws.com.,AWS,,
geo.stg-myteksi.com.,NS,"ns-636.awsdns-15.net.,ns-1797.awsdns-32.co.uk.,ns-1037.awsdns-01.org.,ns-169.awsdns-21.com.",AWS,,
getvl.stg-myteksi.com.,A,d22d9emus0zsnw.cloudfront.net.,AWS,,
gm-driver.stg-myteksi.com.,CNAME,stg-grab-money-ext-1225825471.ap-southeast-1.elb.amazonaws.com,AWS,,
gm-pax.stg-myteksi.com.,CNAME,stg-grab-money-ext-1225825471.ap-southeast-1.elb.amazonaws.com,AWS,,
grab-attention-int.stg-myteksi.com.,A,dualstack.internal-stg-grab-attention-int-1164417503.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabview.stg-myteksi.com.,NS,"ns4-05.azure-dns.info.,ns3-05.azure-dns.org.,ns1-05.azure-dns.com.,ns2-05.azure-dns.net.",AWS,,
grpc-int.stg-myteksi.com.,A,dualstack.internal-stg-grpc-gateway-int-1421362578.ap-southeast-1.elb.amazonaws.com.,AWS,,
hawkeye.stg-myteksi.com.,NS,"ns4-05.azure-dns.info.,ns3-05.azure-dns.org.,ns1-05.azure-dns.com.,ns2-05.azure-dns.net.",AWS,,
heatmap.stg-myteksi.com.,A,dualstack.internal-stg-heatmap-308700438.ap-southeast-1.elb.amazonaws.com.,AWS,,
hermes.stg-myteksi.com.,CNAME,hermes.stg2.stg-myteksi.com,AWS,,
hero-api.stg-myteksi.com.,A,dualstack.stg-hero-api-1049010578.ap-southeast-1.elb.amazonaws.com.,AWS,,
it.stg-myteksi.com.,NS,"ns-2024.awsdns-61.co.uk.,ns-4.awsdns-00.com.,ns-1472.awsdns-56.org.,ns-593.awsdns-10.net.",AWS,,
jr.stg-myteksi.com.,NS,"ns-1693.awsdns-19.co.uk.,ns-10.awsdns-01.com.,ns-1402.awsdns-47.org.,ns-836.awsdns-40.net.",AWS,,
karta.stg-myteksi.com.,NS,"ns1-04.azure-dns.com.,ns3-04.azure-dns.org.,ns2-04.azure-dns.net.,ns4-04.azure-dns.info.",AWS,,
kibana-aes.stg-myteksi.com.,CNAME,vpc-pre-stg-aes-cluster-0-v64btpa4z6f7pxspuurcjhsnie.ap-southeast-1.es.amazonaws.com.,AWS,,
kibana-0-aes.stg-myteksi.com.,CNAME,vpc-pre-stg-aes-cluster-0-v64btpa4z6f7pxspuurcjhsnie.ap-southeast-1.es.amazonaws.com,AWS,,
api.kitchen.stg-myteksi.com.,A,dualstack.stg-lb-api-1263760327.ap-southeast-1.elb.amazonaws.com.,AWS,,
portal.kitchen.stg-myteksi.com.,A,d2e7c86c6zk527.cloudfront.net.,AWS,,
kops.stg-myteksi.com.,A,dualstack.internal-k8s-elb-master-1268342708.ap-southeast-1.elb.amazonaws.com.,AWS,,
lbapp01.stg-myteksi.com.,CNAME,lbapp01.stg2.stg-myteksi.com,AWS,,
login-k8s.stg-myteksi.com.,A,dualstack.internal-ae8d184bbeca811e8ac48061a9ba99ad-2027056846.ap-southeast-1.elb.amazonaws.com.,AWS,,
logstash-logs-ingest.stg-myteksi.com.,A,stg-logstash-logs-int-c2a731c8dfeee2b9.elb.ap-southeast-1.amazonaws.com.,AWS,,
matt-lt.stg-myteksi.com.,A,dualstack.internal-stg-matt-lt-356629123.ap-southeast-1.elb.amazonaws.com.,AWS,,
messaging.stg-myteksi.com.,CNAME,stg-grab-messaging-78399187.ap-southeast-1.elb.amazonaws.com,AWS,,
lbapp01.stg-myteksi.com.,CNAME,lbapp01.stg1.stg-myteksi.com,AWS,,
ece-growth-poi.es-ece.myteksi.net.stg-myteksi.com.,CNAME,a05a61ac26bf4e6b82a45db2b705d93d.es-ece.myteksi.net,AWS,,
obs.stg-myteksi.com.,NS,"ns-48.awsdns-06.com.,ns-1693.awsdns-19.co.uk.,ns-1227.awsdns-25.org.,ns-973.awsdns-57.net.",AWS,,
ece-growth-poi.es-kibana.myteksi.net.stg-myteksi.com.,CNAME,c46ad94d49094a99812f21e18e494fdb.es-kibana.myteksi.net,AWS,,
partner-api-vpce-svc.stg-myteksi.com.,CNAME,partner-api2-vpce-svc.endpoint.stg-myteksi.com,AWS,,
partner-api-vpce-svc.stg-myteksi.com.,CNAME,partner-api3-vpce-svc.endpoint.stg-myteksi.com,AWS,,
partner-api-vpce-svc.stg-myteksi.com.,CNAME,partner-api1.endpoint.stg-myteksi.com,AWS,,
partner-api-vpce-svc.stg-myteksi.com.,CNAME,partner-api2.endpoint.stg-myteksi.com,AWS,,
partner-api-vpce-svc.stg-myteksi.com.,CNAME,partner-api1-vpce-svc.endpoint.stg-myteksi.com,AWS,,
payouts-singtel-proxy.stg-myteksi.com.,A,dualstack.internal-misc-squid-fixed-exit-ip-376112048.ap-southeast-1.elb.amazonaws.com.,AWS,,
paysi.stg-myteksi.com.,CNAME,stg-paysi-987917212.ap-southeast-1.elb.amazonaws.com,AWS,,
\052.poi-ece.stg-myteksi.com.,A,dualstack.internal-stg-es-ece-mgt-loadtest-1767521479.ap-southeast-1.elb.amazonaws.com.,AWS,,
poi-int.stg-myteksi.com.,CNAME,poi-int.stg8.stg-myteksi.com,AWS,,
reward-upload.stg-myteksi.com.,A,dualstack.internal-stg-reward-sftp-1536870309.ap-southeast-1.elb.amazonaws.com.,AWS,,
redshift-eng.stg-myteksi.com.,CNAME,stg-eng-redshift-2.chejdtahzq5k.ap-southeast-1.redshift.amazonaws.com,AWS,,
sample-todo-app.stg-myteksi.com.,A,d1596o8vej6usr.cloudfront.net.,AWS,,
spartan.stg-myteksi.com.,NS,"ns-1847.awsdns-38.co.uk.,ns-215.awsdns-26.com.,ns-1331.awsdns-38.org.,ns-854.awsdns-42.net.",AWS,,
stg1.stg-myteksi.com.,NS,"ns-269.awsdns-33.com.,ns-1975.awsdns-54.co.uk.,ns-688.awsdns-22.net.,ns-1063.awsdns-04.org.",AWS,,
stg2.stg-myteksi.com.,NS,"ns-1269.awsdns-30.org.,ns-888.awsdns-47.net.,ns-497.awsdns-62.com.,ns-1591.awsdns-06.co.uk.",AWS,,
vault-v2.stg-myteksi.com.,NS,"ns-1142.awsdns-14.org.,ns-961.awsdns-56.net.,ns-485.awsdns-60.com.,ns-2035.awsdns-62.co.uk.",AWS,,
waypoint.stg-myteksi.com.,NS,"ns-1093.awsdns-08.org.,ns-489.awsdns-61.com.,ns-984.awsdns-59.net.,ns-2013.awsdns-59.co.uk.",AWS,,
webkit.stg-myteksi.com.,NS,"ns-79.awsdns-09.com.,ns-562.awsdns-06.net.,ns-1559.awsdns-02.co.uk.,ns-1473.awsdns-56.org.",AWS,,
grabvvip.com.,NS,"ns-1833.awsdns-37.co.uk.,ns-1028.awsdns-00.org.,ns-746.awsdns-29.net.,ns-489.awsdns-61.com.",AWS,,
grabelite.com.,NS,"ns-525.awsdns-01.net.,ns-1745.awsdns-26.co.uk.,ns-473.awsdns-59.com.,ns-1335.awsdns-38.org.",AWS,,
grabexpress.com.,NS,"ns-1393.awsdns-46.org.,ns-85.awsdns-10.com.,ns-649.awsdns-17.net.,ns-2005.awsdns-58.co.uk.",AWS,,
grabmove.com.,NS,"ns-1740.awsdns-25.co.uk.,ns-1414.awsdns-48.org.,ns-877.awsdns-45.net.,ns-111.awsdns-13.com.",AWS,,
grabescape.com.,NS,"ns-320.awsdns-40.com.,ns-2017.awsdns-60.co.uk.,ns-682.awsdns-21.net.,ns-1102.awsdns-09.org.",AWS,,
grabpool.com.,NS,"ns-809.awsdns-37.net.,ns-1996.awsdns-57.co.uk.,ns-1051.awsdns-03.org.,ns-211.awsdns-26.com.",AWS,,
grabget.com.,NS,"ns-1790.awsdns-31.co.uk.,ns-1115.awsdns-11.org.,ns-1009.awsdns-62.net.,ns-376.awsdns-47.com.",AWS,,
grabcarplus.com.,NS,"ns-1218.awsdns-24.org.,ns-991.awsdns-59.net.,ns-337.awsdns-42.com.,ns-1564.awsdns-03.co.uk.",AWS,,
grab.bike.,NS,"ns-598.awsdns-10.net.,ns-2021.awsdns-60.co.uk.,ns-1397.awsdns-46.org.,ns-142.awsdns-17.com.",AWS,,
grab.jobs.,NS,"ns-1385.awsdns-45.org.,ns-504.awsdns-63.com.,ns-1730.awsdns-24.co.uk.,ns-531.awsdns-02.net.",AWS,,
grabtaxi.jobs.,NS,"ns-1338.awsdns-39.org.,ns-726.awsdns-26.net.,ns-1637.awsdns-12.co.uk.,ns-436.awsdns-54.com.",AWS,,
grabsend.com.,NS,"ns-1879.awsdns-42.co.uk.,ns-520.awsdns-01.net.,ns-458.awsdns-57.com.,ns-1170.awsdns-18.org.",AWS,,
grabdeliver.com.,NS,"ns-1485.awsdns-57.org.,ns-1848.awsdns-39.co.uk.,ns-515.awsdns-00.net.,ns-156.awsdns-19.com.",AWS,,
grabship.com.,NS,"ns-1611.awsdns-09.co.uk.,ns-837.awsdns-40.net.,ns-1414.awsdns-48.org.,ns-242.awsdns-30.com.",AWS,,
grabtaxi.com.,NS,"ns-1031.awsdns-00.org.,ns-705.awsdns-24.net.,ns-1820.awsdns-35.co.uk.,ns-390.awsdns-48.com.",AWS,,
sfdctransportv1._domainkey.grabtaxi.com.,CNAME,sfdctransportv1.c4c4qq.custdkim.salesforce.com.,AWS,,
sfdctransport._domainkey.grabtaxi.com.,CNAME,sfdctransport.59tmfm.custdkim.salesforce.com.,AWS,,
zendesk1._domainkey.grabtaxi.com.,CNAME,zendesk1._domainkey.zendesk.com,AWS,,
zendesk2._domainkey.grabtaxi.com.,CNAME,zendesk2._domainkey.zendesk.com,AWS,,
sfdcgrabtaxi2._domainkey.grabtaxi.com.,CNAME,SFDCGRabTaxi2.a3mpfv.custdkim.salesforce.com.,AWS,,
sfdcgrabtaxi._domainkey.grabtaxi.com.,CNAME,sfdcgrabtaxi.rns5u3.custdkim.salesforce.com.,AWS,,
transit.stg-myteksi.com.,CNAME,stg-grab.moovitapp.com,AWS,,
grabtaxi.jobs.,A,dualstack.elb-recruitment-grabtaxi-jobs-1874101169.ap-southeast-1.elb.amazonaws.com.,AWS,,
d.grabtaxi.com.,CNAME,driver.myteksi.com,AWS,,
_dc1cf68a77c04ec00f5f4fbd29e12b3f.grabtaxi.com.,CNAME,59849F29BAF952236F6B3984408928A3.1B0B4A79F4CEB2888F74B90B70082728.5bf67324dc163.comodoca.com,AWS,,
food-dax-api.grabtaxi.com.,A,dualstack.prd-food-dax-api-1477580160.ap-southeast-1.elb.amazonaws.com.,AWS,,
epr.grabtaxi.com.,A,dualstack.epr-elb-1335841329.ap-southeast-1.elb.amazonaws.com.,AWS,,
gamma-int.grabtaxi.com.,A,dualstack.prd-control-centre-566371918.ap-southeast-1.elb.amazonaws.com.,AWS,,
gm-driver.grabtaxi.com.,A,dualstack.prd-grab-money-ext-2114261325.ap-southeast-1.elb.amazonaws.com.,AWS,,
gm-pax.grabtaxi.com.,A,dualstack.prd-grab-money-ext-2114261325.ap-southeast-1.elb.amazonaws.com.,AWS,,
gpns.grabtaxi.com.,A,dualstack.prd-gpns-1885552219.ap-southeast-1.elb.amazonaws.com.,AWS,,
grab-attention-int.grabtaxi.com.,A,dualstack.internal-prd-grab-attention-int-1401930668.ap-southeast-1.elb.amazonaws.com.,AWS,,
grab-id.grabtaxi.com.,A,prd-grab-id-152093362.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabpayme.grabtaxi.com.,A,prd-api-gateway-public-1811533487.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabpayme.grabtaxi.com.,A,prd-public-elb-api-gateway2-826107311.ap-southeast-1.elb.amazonaws.com.,AWS,,
p-cert-test.grabtaxi.com.,A,dualstack.p-test-api-gw-newcert-1183193203.ap-southeast-1.elb.amazonaws.com.,AWS,,
p.grabtaxi.com.,A,dualstack.prd-api-gateway-alb-ssl-1980220314.ap-southeast-1.elb.amazonaws.com.,AWS,,
voice.grabtaxi.com.,NS,"ns-497.awsdns-62.com.,ns-1310.awsdns-35.org.,ns-1942.awsdns-50.co.uk.,ns-688.awsdns-22.net.",AWS,,
paysi.grabtaxi.com.,A,dualstack.prd-paysi-860465940.ap-southeast-1.elb.amazonaws.com.,AWS,,
pgeo.grabtaxi.com.,CNAME,prd-test-api-gw-newcert-1183193203.ap-southeast-1.elb.amazonaws.com,AWS,,
pinned.grabtaxi.com.,A,prd-ssl-pinning-test-475471784.ap-southeast-1.elb.amazonaws.com.,AWS,,
grab.careers.,NS,"ns-835.awsdns-40.net.,ns-1696.awsdns-20.co.uk.,ns-1436.awsdns-51.org.,ns-73.awsdns-09.com.",AWS,,
slackwechat.grabtaxi.com.,CNAME,slackwechat-20802028.ap-southeast-1.elb.amazonaws.com,AWS,,
grabcar.com.,NS,"ns-995.awsdns-60.net.,ns-1344.awsdns-40.org.,ns-1585.awsdns-06.co.uk.,ns-228.awsdns-28.com.",AWS,,
id-t3.voice.grabtaxi.com.,A,dualstack.id-t3-xcally-401171945.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabbikeindo.com.,NS,"ns-1193.awsdns-21.org.,ns-599.awsdns-10.net.,ns-405.awsdns-50.com.,ns-1879.awsdns-42.co.uk.",AWS,,
shazam.voice.grabtaxi.com.,A,dualstack.shazam-415078649.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabtaxi.com.ph.,NS,"ns-364.awsdns-45.com.,ns-957.awsdns-55.net.,ns-1180.awsdns-19.org.,ns-1560.awsdns-03.co.uk.",AWS,,
stg.shazam.voice.grabtaxi.com.,A,dualstack.stg-shazam-468817275.ap-southeast-1.elb.amazonaws.com.,AWS,,
grabhitch.com.,NS,"ns-1701.awsdns-20.co.uk.,ns-1004.awsdns-61.net.,ns-371.awsdns-46.com.,ns-1105.awsdns-10.org.",AWS,,
grab.co.,NS,"ns-605.awsdns-11.net.,ns-1882.awsdns-43.co.uk.,ns-1234.awsdns-26.org.,ns-421.awsdns-52.com.",AWS,,
cdn.grab.careers.,CNAME,s20493.pcdn.co,AWS,,
cdnverify.test.grab.careers.,CNAME,cdnverify.gtest2.azureedge.net.,AWS,,
www.grab.co.,CNAME,grab.co,AWS,,
grab.com.,NS,"ns-1761.awsdns-28.co.uk.,ns-749.awsdns-29.net.,ns-1435.awsdns-51.org.,ns-164.awsdns-20.com.",AWS,,
grab.co.,A,dualstack.misc-uaas-1824567774.ap-southeast-1.elb.amazonaws.com.,AWS,,
cdnverify.food-cms.grab.co.,CNAME,cdnverify.opstools.azureedge.net,AWS,,
fullgrab._domainkey.grab.com.,CNAME,fullgrab.49wr2l.custdkim.salesforce.com.,AWS,,
k1._domainkey.grab.com.,CNAME,dkim.mcsv.net,AWS,,
zendesk1._domainkey.grab.com.,CNAME,zendesk1._domainkey.zendesk.com,AWS,,
zendesk2._domainkey.grab.com.,CNAME,zendesk2._domainkey.zendesk.com,AWS,,
salesforcegrab._domainkey.grab.com.,CNAME,salesforcegrab.wab5y6.custdkim.salesforce.com,AWS,,
s1._domainkey.grab.com.,CNAME,s1.domainkey.u3957397.wl148.sendgrid.net,AWS,,
s2._domainkey.grab.com.,CNAME,s2.domainkey.u3957397.wl148.sendgrid.net,AWS,,
fullgrabalt._domainkey.grab.com.,CNAME,fullGrabAlt.gtxmse.custdkim.salesforce.com.,AWS,,
ads.grab.com.,NS,"ns-312.awsdns-39.com.,ns-1219.awsdns-24.org.,ns-514.awsdns-00.net.,ns-2000.awsdns-58.co.uk.",AWS,,
salesforcegrab2._domainkey.grab.com.,CNAME,SalesforceGrab2.ajn57u.custdkim.salesforce.com,AWS,,
4e84e14a7c82bf789a47d69813086da5.grab.com.,CNAME,7C12CCD1D072A5D0C8F6B213F230B340F471FC9C.comodoca.com,AWS,,
corp-it.grab.com.,NS,"ns-1519.awsdns-61.org.,ns-111.awsdns-13.com.,ns-655.awsdns-17.net.,ns-1730.awsdns-24.co.uk.",AWS,,
9f9a282c16cb6974f7029bf7054e88e7.grab.com.,CNAME,A2ED2B167A548304DAEF8249F419A589296D3C00.comodoca.com,AWS,,
cycle.grab.com.,NS,"ns-715.awsdns-25.net.,ns-1367.awsdns-42.org.,ns-1735.awsdns-24.co.uk.,ns-240.awsdns-30.com.",AWS,,
52c7df47ea2dda0d92292ca842c896b8.grab.com.,CNAME,3786F59FF6E23C7CB66C34841989A78317578EB7.comodoca.com,AWS,,
dax.grab.com.,NS,"ns-1380.awsdns-44.org.,ns-2044.awsdns-63.co.uk.,ns-237.awsdns-29.com.,ns-1012.awsdns-62.net.",AWS,,
_9736601851bec1ccdb192438affbf868.grab.com.,CNAME,294D5D4BC8F6429231FA9028F90B09A7.9ACF5BDBB61D85057D5D7D09149F9E21.5a685e478c3cb.comodoca.com,AWS,,
driver-matching.grab.com.,A,d2a1er248o05zs.cloudfront.net.,AWS,,
em.em-stg.grab.com.,CNAME,u4100794.wl045.sendgrid.net,AWS,,
s1._domainkey.em-stg.grab.com.,CNAME,s1.domainkey.u4100794.wl045.sendgrid.net,AWS,,
s2._domainkey.em-stg.grab.com.,CNAME,s2.domainkey.u4100794.wl045.sendgrid.net,AWS,,
em.grab.com.,CNAME,u3957397.wl148.sendgrid.net,AWS,,
cdn.grab.com.,CNAME,s17225.pcdn.co,AWS,,
config.grab.com.,A,dualstack.internal-prd-ucm-api-1909812501.ap-southeast-1.elb.amazonaws.com.,AWS,,
datagateway.grab.com.,A,dualstack.datagateway-etc-1504759055.ap-southeast-1.elb.amazonaws.com.,AWS,,
ext.grab.com.,NS,"ns-1995.awsdns-57.co.uk.,ns-1302.awsdns-34.org.,ns-7.awsdns-00.com.,ns-731.awsdns-27.net.",AWS,,
sg.finance.grab.com.,CNAME,sg.finance.grab.com.00d0o000000rutqeac.live.siteforce.com,AWS,,
go.grab.com.,NS,"ns-1402.awsdns-47.org,ns-895.awsdns-47.net,ns-292.awsdns-36.com,ns-2036.awsdns-62.co.uk",AWS,,
getvl.grab.com.,A,d36nbe5p27swtt.cloudfront.net.,AWS,,
_ce811fd34e0339f0eb419b4a3e81ddfd.food-merchant-help.grab.com.,CNAME,ECF6A192F348C2AC51BF163E1B5639D5.98C13C2D802DC3E51B1AA9A827D9E251.5cd51af60e24d.comodoca.com,AWS,,
it.grab.com.,NS,"ns-1849.awsdns-39.co.uk.,ns-931.awsdns-52.net.,ns-398.awsdns-49.com.,ns-1073.awsdns-06.org.",AWS,,
jr.grab.com.,NS,"ns-245.awsdns-30.com.,ns-1681.awsdns-18.co.uk.,ns-1481.awsdns-57.org.,ns-1018.awsdns-63.net.",AWS,,
kairos.grab.com.,A,d2zxte5nfpswvz.cloudfront.net.,AWS,,
portal.kitchen.grab.com.,A,d3ap87bqg27pf8.cloudfront.net.,AWS,,
merchant.grab.com.,NS,"ns-1125.awsdns-12.org.,ns-1820.awsdns-35.co.uk.,ns-654.awsdns-17.net.,ns-86.awsdns-10.com.",AWS,,
mkt.grab.com.,NS,"ns-729.awsdns-27.net.,ns-1788.awsdns-31.co.uk.,ns-1485.awsdns-57.org.,ns-129.awsdns-16.com.",AWS,,
nacportal.grab.com.,NS,"ns-381.awsdns-47.com.,ns-1463.awsdns-54.org.,ns-690.awsdns-22.net.,ns-1981.awsdns-55.co.uk.",AWS,,
pax.grab.com.,NS,"ns-1509.awsdns-60.org.,ns-1545.awsdns-01.co.uk.,ns-440.awsdns-55.com.,ns-691.awsdns-22.net.",AWS,,
pops.grab.com.,NS,"ns-1171.awsdns-18.org.,ns-2027.awsdns-61.co.uk.,ns-627.awsdns-14.net.,ns-274.awsdns-34.com.",AWS,,
api.kitchen.grab.com.,A,dualstack.prd-lb-api-413639947.ap-southeast-1.elb.amazonaws.com.,AWS,,
qms.grab.com.,NS,"ns-1547.awsdns-01.co.uk.,ns-1052.awsdns-03.org.,ns-274.awsdns-34.com.,ns-808.awsdns-37.net.",AWS,,
sftp.grab.com.,NS,"ns-1684.awsdns-18.co.uk.,ns-775.awsdns-32.net.,ns-1500.awsdns-59.org.,ns-472.awsdns-59.com.",AWS,,
project-gold-id.grab.com.,A,dualstack.prd-gold-2022130242.ap-southeast-1.elb.amazonaws.com.,AWS,,
tis-data.grab.com.,NS,"ns-396.awsdns-49.com.,ns-812.awsdns-37.net.,ns-1516.awsdns-61.org.,ns-1661.awsdns-15.co.uk.",AWS,,
drivewithgrab.com.,NS,"ns-187.awsdns-23.com.,ns-518.awsdns-00.net.,ns-1053.awsdns-03.org.,ns-1679.awsdns-17.co.uk.",AWS,,
grb.sg.,NS,"ns-791.awsdns-34.net.,ns-1953.awsdns-52.co.uk.,ns-1515.awsdns-61.org.,ns-232.awsdns-29.com.",AWS,,
grabtaxi.io.,NS,"ns-81.awsdns-10.com.,ns-1845.awsdns-38.co.uk.,ns-904.awsdns-49.net.,ns-1445.awsdns-52.org.",AWS,,
bag.grabtaxi.io.,NS,"ns-1458.awsdns-54.org.,ns-178.awsdns-22.com.,ns-1021.awsdns-63.net.,ns-1562.awsdns-03.co.uk.",AWS,,
sreopstool.grabtaxi.io.,NS,"ns-1207.awsdns-22.org.,ns-56.awsdns-07.com.,ns-906.awsdns-49.net.,ns-1614.awsdns-09.co.uk.",AWS,,
stg.grabtaxi.io.,NS,"ns-307.awsdns-38.com.,ns-1220.awsdns-24.org.,ns-788.awsdns-34.net.,ns-1760.awsdns-28.co.uk.",AWS,,
vpn.grabtaxi.io.,NS,"ns-1199.awsdns-21.org.,ns-359.awsdns-44.com.,ns-779.awsdns-33.net.,ns-1782.awsdns-30.co.uk.",AWS,,
grabpass.me.,NS,"ns-34.awsdns-04.com.,ns-973.awsdns-57.net.,ns-1762.awsdns-28.co.uk.,ns-1342.awsdns-39.org.",AWS,,
pax.grab.com.,NS,"ns-1509.awsdns-60.org.,ns-1545.awsdns-01.co.uk.,ns-440.awsdns-55.com.,ns-691.awsdns-22.net.",AWS,,
dax.grab.com.,NS,"ns-1380.awsdns-44.org.,ns-2044.awsdns-63.co.uk.,ns-237.awsdns-29.com.,ns-1012.awsdns-62.net.",AWS,,
grabrental.sg.,NS,"ns-1296.awsdns-34.org.,ns-146.awsdns-18.com.,ns-1559.awsdns-02.co.uk.,ns-704.awsdns-24.net.",AWS,,
grabrentals.sg.,NS,"ns-1028.awsdns-00.org.,ns-200.awsdns-25.com.,ns-684.awsdns-21.net.,ns-1835.awsdns-37.co.uk.",AWS,,
grabrental.com.sg.,NS,"ns-464.awsdns-58.com.,ns-842.awsdns-41.net.,ns-1298.awsdns-34.org.,ns-2019.awsdns-60.co.uk.",AWS,,
grabrentals.com.sg.,NS,"ns-93.awsdns-11.com.,ns-1093.awsdns-08.org.,ns-1572.awsdns-04.co.uk.,ns-973.awsdns-57.net.",AWS,,
grabvip.com.,NS,"ns-1632.awsdns-12.co.uk.,ns-160.awsdns-20.com.,ns-788.awsdns-34.net.,ns-1271.awsdns-30.org.",AWS,,
grabvip.com.,NS,"ns-1536.awsdns-00.co.uk.,ns-0.awsdns-00.com.,ns-1024.awsdns-00.org.,ns-512.awsdns-00.net.",AWS,,
_24cfdac4d2ad6ffe2a4a75ed4a8c77de.securitas.grab.com.,CNAME,5A59D9B2EE04641DBA2122E1A5ED6789.346222EBEB019D3A28FE7C810E64A9C9.5aebbf19344f2.comodoca.com,AWS,,
stg2.stg-myteksi.com.,NS,"ns-1269.awsdns-30.org.,ns-888.awsdns-47.net.,ns-497.awsdns-62.com.,ns-1591.awsdns-06.co.uk.",AWS,,
ventures.grab.com.,A,prd-ventures-website-2132350869.ap-southeast-1.elb.amazonaws.com.,AWS,,
wiki.grab.com.,A,dualstack.confluence-563200321.us-west-2.elb.amazonaws.com.,AWS,,
omega2.grabvip.com.,A,dualstack.stg-omega-ext-156875571.ap-southeast-1.elb.amazonaws.com.,AWS,,
8980fc912290d151048c5edc6fafa2aa.stg2.stg-myteksi.com.,CNAME,F2E3744CBC0FD481E11BD0CE442E7DD2694A8EE2.comodoca.com.,AWS,,
7ecd97ffd3f12ad23c4576c73a195e91.stg2.stg-myteksi.com.,CNAME,0921E727E858FFB1F1DC33C8F052C3132A049F05.comodoca.com.,AWS,,
ece-fraud.ece.stg2.stg-myteksi.com.,CNAME,6ab4649de7c246eb81933c47ba4449c5.ece.stg2.stg-myteksi.com.,AWS,,
ece-mall.ece.stg2.stg-myteksi.com.,CNAME,a4aebbca1535471ca57e1fc5eff07a31.ece.stg2.stg-myteksi.com.,AWS,,
ece-hyena.ece.stg2.stg-myteksi.com.,CNAME,2bc8ed42037b45d1acb8a89f01bd2bb9.ece.stg2.stg-myteksi.com.,AWS,,
ece-payout.ece.stg2.stg-myteksi.com.,CNAME,011cae0bfbcc47bbb2674b05ff5ccbf3.ece.stg2.stg-myteksi.com.,AWS,,
ece-reward.ece.stg2.stg-myteksi.com.,CNAME,e4b5936d40c14d8fbd9275a778c1f1b7.ece.stg2.stg-myteksi.com.,AWS,,
ece-sdet.ece.stg2.stg-myteksi.com.,CNAME,81d6714c6d714ee39c5523342dbbb163.ece.stg2.stg-myteksi.com.,AWS,,
api-restricted.stg2.stg-myteksi.com.,A,stg-restricted-elb-api-gateway2-1528037613.ap-southeast-1.elb.amazonaws.com.,AWS,,
_85b8f9ed4871c9a1b8410ca94f8a082d.stg2.stg-myteksi.com.,CNAME,8510467F7BD408E205CBFCD1159D7297.70BB02ABE84FB815680319FC91F1AD33.5a138d455673b.comodoca.com.,AWS,,
api.stg2.stg-myteksi.com.,A,stg-public-elb-api-gateway2-1368964995.ap-southeast-1.elb.amazonaws.com.,AWS,,
lbapp01.stg2.stg-myteksi.com.,CNAME,lbapp01.stg1.stg2.stg-myteksi.com.,AWS,,
lbapp01.stg2.stg-myteksi.com.,CNAME,lbapp01.stg2.stg2.stg-myteksi.com.,AWS,,
aws-es-proxy.stg2.stg-myteksi.com.,A,dualstack.internal-stg-aws-es-proxy-1399032205.ap-southeast-1.elb.amazonaws.com.,AWS,,
config.stg2.stg-myteksi.com.,A,dualstack.internal-stg-ucm-api-586402365.ap-southeast-1.elb.amazonaws.com.,AWS,,
myredisclsuter.stg2.stg-myteksi.com.,NS,"node1.myrediscluster.stg2.stg-myteksi.com.,node3.myrediscluster.stg2.stg-myteksi.com.,node2.myrediscluster.stg2.stg-myteksi.com.",AWS,,
design.stg2.stg-myteksi.com.,A,dualstack.app-styleguide-staging-708204054.ap-southeast-1.elb.amazonaws.com.,AWS,,
cs-pricing.stg2.stg-myteksi.com.,A,dualstack.internal-stg-cs-pricing-1086157382.ap-southeast-1.elb.amazonaws.com.,AWS,,
portal.stg2.stg-myteksi.com.,A,stg-public-elb-api-gateway2-1368964995.ap-southeast-1.elb.amazonaws.com.,AWS,,
public.stg2.stg-myteksi.com.,A,stg-public-elb-api-gateway2-1368964995.ap-southeast-1.elb.amazonaws.com.,AWS,,
r.stg2.stg-myteksi.com.,A,d3fs70ik68nhk6.cloudfront.net.,AWS,,
\052.ece.stg2.stg-myteksi.com.,A,dualstack.internal-stg-es-ece-mgt-635574357.ap-southeast-1.elb.amazonaws.com.,AWS,,
